"Format","AiM CSV File"
"Session","Rust kart"
"Vehicle","Rotax Max"
"Racer","Maxim"
"Championship",""
"Comment","Rustavi practice"
"Date","Saturday, July 26, 2025"
"Time","11:15 AM"
"Sample Rate","20"
"Duration","462.996"
"Segment","Session"
"Beacon Markers","68.943","131.836","193.826","255.808","317.364","378.351","444.859","462.996"
"Segment Times","1:08.943","1:02.893","1:01.990","1:01.982","1:01.556","1:00.987","1:06.508","0:18.137"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","InlineAcc","LateralAcc","VerticalAcc","G Lat Smth","G Long Smth","G sum smth","G Lat imu f","G Long imu f"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","g","g","g","g","g","g","g","g"

"103.850","84.8592","13","-0.1825","0.1930","0.5196","-16.6011","-4.3738","414.7834","6.3000","0.1300","308.7888","41.56771126","44.94888746","-0.0139","-0.1487","-0.7397","0.1675","0.2007","0.2711","-0.1525","0.1617"
"103.900","85.0429","13","-0.2092","0.2077","0.5239","-17.0061","-4.9936","414.7802","6.3000","0.1300","271.0462","41.56772146","44.94888320","0.1032","-0.3257","-1.0566","0.1928","0.1985","0.2791","-0.3257","0.1493"
"103.950","85.2429","13","-0.2423","0.2246","0.5308","-17.2639","-5.7592","414.8107","6.3000","0.1300","235.5688","41.56773157","44.94887888","0.2539","-0.3625","-1.0303","0.2124","0.1975","0.2881","-0.3694","0.1486"
"104.000","85.7101","13","-0.2509","0.2207","0.5392","-17.5254","-5.9370","414.8317","6.3000","0.1300","229.7652","41.56774185","44.94887442","0.1493","-0.4319","-0.9539","0.2283","0.1980","0.2997","-0.4319","0.1760"
"104.050","86.1539","13","-0.2573","0.2104","0.5547","-17.6836","-6.0603","414.8522","6.3000","0.1300","226.2564","41.56775224","44.94886996","0.2722","-0.6089","-0.8955","0.2415","0.1985","0.3107","-0.6062","0.2252"
"104.100","86.5532","13","-0.2467","0.2054","0.5224","-17.9011","-5.7861","414.8423","6.3000","0.1300","238.0779","41.56776260","44.94886537","0.1478","-0.7432","-0.8574","0.2533","0.1983","0.3197","-0.6392","0.2468"
"104.150","86.9934","13","-0.2440","0.1710","0.4876","-18.2095","-5.6981","414.8246","6.3000","0.1300","242.9823","41.56777297","44.94886070","0.2195","-0.8281","-1.0576","0.2624","0.1974","0.3263","-0.6392","0.2687"
"104.200","87.2119","13","-0.2538","0.1553","0.4857","-18.5500","-5.9090","414.8172","6.3000","0.1300","234.9005","41.56778333","44.94885598","0.3411","-0.7622","-1.1807","0.2673","0.1955","0.3284","-0.6392","0.2832"
"104.250","87.4663","13","-0.2743","0.1857","0.4842","-18.7818","-6.3648","414.8396","6.3000","0.1300","218.7136","41.56779368","44.94885114","0.4163","-0.6714","-1.1377","0.2677","0.1939","0.3255","-0.6392","0.2847"
"104.300","87.6669","13","-0.2964","0.1881","0.4847","-19.1251","-6.8509","414.8435","6.3000","0.1300","203.6602","41.56780398","44.94884630","0.3354","-0.4814","-0.9724","0.2636","0.1918","0.3195","-0.5200","0.2993"
"104.350","88.0215","14","-0.2980","0.1960","0.4460","-19.6659","-6.8623","414.8286","6.3000","0.1300","204.1439","41.56781434","44.94884107","0.2766","-0.2751","-1.0889","0.2552","0.1898","0.3114","-0.5200","0.3013"
"104.400","88.3955","14","-0.2839","0.1955","0.4418","-19.9553","-6.5135","414.8287","6.3000","0.1300","215.9911","41.56782484","44.94883592","0.3103","-0.1282","-1.1099","0.2429","0.1883","0.3022","-0.5200","0.3049"
"104.450","88.7730","14","-0.2586","0.1954","0.4339","-20.3437","-5.9092","414.8398","6.3000","0.1300","239.0979","41.56783526","44.94883062","0.2761","-0.1997","-1.0771","0.2261","0.1859","0.2920","-0.4489","0.3049"
"104.500","89.1073","14","-0.2222","0.1986","0.4620","-20.5533","-5.0570","414.8688","6.3000","0.1300","280.4384","41.56784571","44.94882531","0.2993","-0.5200","-1.0273","0.2045","0.1832","0.2796","-0.3826","0.3049"
"104.550","89.5730","14","-0.1695","0.2128","0.4613","-20.7245","-3.8435","414.8796","6.3000","0.1300","370.9088","41.56785629","44.94882000","0.2737","-0.7939","-1.1729","0.1781","0.1809","0.2643","-0.2758","0.3032"
"104.600","90.0156","14","-0.1336","0.2028","0.4503","-20.7419","-3.0169","414.8704","6.3000","0.1300","474.8793","41.56786690","44.94881461","0.4976","-0.6875","-1.3877","0.1510","0.1794","0.2480","-0.2656","0.2993"
"104.650","90.3151","14","-0.1151","0.1894","0.4392","-20.7762","-2.5892","414.8779","6.3000","0.1300","555.1557","41.56787750","44.94880926","0.7139","-0.3572","-1.1924","0.1257","0.1777","0.2311","-0.2656","0.2861"
"104.700","90.5254","14","-0.0896","0.1643","0.4546","-20.9818","-2.0089","414.9037","6.3000","0.1300","717.1699","41.56788803","44.94880378","0.3171","0.0851","-0.8381","0.1027","0.1773","0.2152","-0.2859","0.2588"
"104.750","90.8120","14","-0.0531","0.1564","0.4561","-21.1001","-1.1850","414.9128","6.3000","0.1300","1219.6823","41.56789863","44.94879826","0.0217","0.3623","-0.5874","0.0836","0.1772","0.2014","-0.2859","0.2810"
"104.800","90.9700","14","-0.0552","0.1544","0.4406","-21.2164","-1.2299","414.9099","6.3000","0.1300","1177.1682","41.56790930","44.94879266","-0.3000","0.3367","-0.4751","0.0688","0.1745","0.1905","-0.1764","0.3171"
"104.850","91.2089","14","-0.0571","0.1619","0.4332","-21.2998","-1.2669","414.9079","6.3000","0.1300","1145.8024","41.56791991","44.94878709","-0.1910","-0.0594","-0.7788","0.0582","0.1699","0.1826","-0.0603","0.2824"
"104.900","91.6608","14","-0.0419","0.1633","0.4193","-21.2795","-0.9272","414.9155","6.3000","0.1300","1573.4319","41.56793072","44.94878160","0.2477","-0.5654","-1.2725","0.0505","0.1620","0.1767","-0.0027","0.1544"
"104.950","91.9486","14","-0.0497","0.1585","0.4342","-21.4030","-1.0963","414.9294","6.3000","0.1300","1334.8765","41.56794147","44.94877593","0.5928","-0.6108","-1.3877","0.0475","0.1502","0.1738","-0.1336","0.0783"
"105.000","92.0849","14","-0.0337","0.1658","0.4326","-21.4489","-0.7409","414.9488","6.3000","0.1300","1977.9894","41.56795218","44.94877028","0.6138","-0.1600","-1.1440","0.0505","0.1333","0.1749","-0.2852","0.1752"
"105.050","92.6183","14","-0.0354","0.1701","0.4348","-21.3721","-0.7761","414.9565","6.3000","0.1300","1899.4199","41.56796310","44.94876459","0.2549","0.0690","-0.9854","0.0578","0.1115","0.1787","-0.3958","0.3175"
"105.100","92.9968","14","-0.0400","0.1792","0.4476","-21.3196","-0.8732","414.9785","6.3000","0.1300","1694.9403","41.56797400","44.94875890","0.0320","-0.1071","-0.9836","0.0697","0.0833","0.1841","-0.3518","0.3723"
"105.150","93.2588","14","-0.0501","0.1662","0.4419","-21.5416","-1.0908","414.9761","6.3000","0.1300","1360.6572","41.56798490","44.94875317","0.0996","-0.5996","-1.1982","0.0873","0.0501","0.1910","-0.2226","0.3175"
"105.200","93.3139","14","-0.0881","0.1612","0.4590","-21.5963","-1.9130","415.0085","6.3000","0.1300","776.3421","41.56799566","44.94874738","0.4497","-0.8062","-1.2710","0.1095","0.0129","0.2016","-0.1600","0.2450"
"105.250","93.4838","14","-0.1159","0.1619","0.4743","-21.6852","-2.5086","415.0349","6.3000","0.1300","593.1060","41.56800651","44.94874162","0.5176","-0.4685","-1.1270","0.1372","-0.0250","0.2171","-0.3478","0.2111"
"105.300","93.7721","14","-0.1572","0.1338","0.4791","-21.9779","-3.3907","415.0508","6.3000","0.1300","440.1553","41.56801746","44.94873568","0.2705","0.0668","-0.9741","0.1669","-0.0615","0.2393","-0.5000","0.1960"
"105.350","94.0774","14","-0.2064","0.0978","0.4660","-22.1371","-4.4419","415.0587","6.3000","0.1200","337.0840","41.56802842","44.94872965","0.0707","-0.0152","-0.9272","0.1983","-0.0948","0.2708","-0.4871","0.1960"
"105.400","94.2232","14","-0.2391","0.0387","0.4964","-22.3721","-5.1387","415.0967","6.3000","0.1230","291.8245","41.56803932","44.94872363","0.2450","-0.5825","-1.1138","0.2314","-0.1245","0.3124","-0.3506","0.1747"
"105.450","94.1920","14","-0.2789","-0.0421","0.5222","-22.6414","-5.9894","415.1279","6.3000","0.1300","250.2957","41.56805012","44.94871742","0.2092","-0.8589","-1.0898","0.2656","-0.1494","0.3631","-0.3506","0.1254"
"105.500","94.1129","14","-0.2959","-0.1489","0.5462","-22.8564","-6.3603","415.1590","6.2200","0.1300","235.4989","41.56806091","44.94871133","0.0897","-0.4741","-0.8232","0.3009","-0.1698","0.4189","-0.3718","0.0804"
"105.550","93.6132","13","-0.3182","-0.2423","0.5558","-23.3054","-6.8593","415.1797","6.2000","0.1300","217.2074","41.56807147","44.94870501","-0.1283","-0.3257","-0.8452","0.3372","-0.1877","0.4770","-0.5452","-0.1252"
"105.600","93.0753","13","-0.3511","-0.3701","0.5380","-23.7407","-7.6075","415.1698","6.2000","0.1300","194.7202","41.56808204","44.94869870","-0.3015","-0.2942","-0.8306","0.3774","-0.2044","0.5353","-0.6270","-0.2379"
"105.650","91.9424","13","-0.3959","-0.4870","0.5330","-24.2242","-8.6419","415.1818","6.2000","0.1300","169.3279","41.56809226","44.94869236","-0.4397","-0.5713","-0.9053","0.4225","-0.2222","0.5916","-0.7188","-0.2457"
"105.700","90.8480","14","-0.4318","-0.5885","0.5411","-24.7048","-9.5155","415.1901","6.2000","0.1300","151.9518","41.56810232","44.94868592","-0.3831","-0.7764","-0.9617","0.4705","-0.2402","0.6454","-0.7764","-0.2457"
"105.750","89.8926","14","-0.4775","-0.6369","0.5570","-25.0366","-10.6445","415.2000","6.2000","0.1300","134.4057","41.56811219","44.94867963","-0.3049","-0.8496","-0.8906","0.5217","-0.2594","0.6971","-0.8428","-0.2457"
"105.800","88.6871","14","-0.5669","-0.6196","0.5544","-25.6619","-12.7980","415.2054","6.2000","0.1300","110.2901","41.56812192","44.94867313","-0.2379","-0.8486","-0.9263","0.5760","-0.2802","0.7506","-0.8452","-0.2457"
"105.850","87.6526","14","-0.6458","-0.5536","0.5532","-26.3578","-14.7571","415.2202","6.2000","0.1300","94.5331","41.56813145","44.94866656","-0.2382","-0.8589","-0.9785","0.6368","-0.3011","0.8061","-0.8633","-0.2299"
"105.900","86.6346","14","-0.7032","-0.4696","0.5710","-27.3263","-16.2446","415.2405","6.2000","0.1380","84.8794","41.56814076","44.94865971","-0.1074","-0.9585","-0.9043","0.7047","-0.3211","0.8635","-0.9585","-0.1074"
"105.950","86.0533","14","-0.7563","-0.3715","0.5900","-28.1552","-17.6362","415.2544","6.2000","0.1395","77.6575","41.56815000","44.94865271","-0.0128","-1.0654","-0.9019","0.7819","-0.3377","0.9236","-0.9756","-0.0103"
"106.000","85.5264","13","-0.7987","-0.2737","0.5949","-29.0641","-18.7651","415.2740","6.2000","0.1300","72.5387","41.56815910","44.94864558","0.1169","-1.0137","-0.9224","0.8685","-0.3484","0.9840","-0.9839","0.0126"
"106.050","85.3150","13","-0.8915","-0.2112","0.6042","-30.2493","-21.0632","415.2849","6.2000","0.1355","64.4645","41.56816804","44.94863800","0.1406","-0.9766","-0.9062","0.9579","-0.3522","1.0466","-1.0098","0.0533"
"106.100","85.1338","13","-0.9942","-0.1773","0.6084","-31.4713","-23.5917","415.3015","6.2000","0.1480","57.4332","41.56817683","44.94863023","0.1847","-1.0127","-0.8606","1.0485","-0.3507","1.1131","-1.0137","0.0605"
"106.150","85.0883","13","-1.1140","-0.1964","0.5897","-32.7213","-26.5366","415.2971","6.2000","0.1505","51.0323","41.56818560","44.94862219","0.0621","-0.9443","-0.8018","1.1413","-0.3436","1.1834","-1.0459","0.0605"
"106.200","84.5818","13","-1.2740","-0.2073","0.5657","-33.9662","-30.4820","415.2873","6.2000","0.1600","44.1625","41.56819391","44.94861378","0.0106","-1.1484","-0.7988","1.2347","-0.3326","1.2542","-1.1484","0.0461"
"106.250","83.8380","13","-1.3694","-0.2387","0.5396","-35.3097","-32.9187","415.2646","6.2000","0.1655","40.5339","41.56820209","44.94860543","0.0756","-1.5264","-0.8906","1.3219","-0.3203","1.3225","-1.4492","0.0461"
"106.300","83.1849","13","-1.4550","-0.2737","0.5111","-37.1131","-35.1644","415.2464","6.2000","0.1860","37.6497","41.56820986","44.94859657","-0.0406","-1.5195","-0.9111","1.3962","-0.3089","1.3882","-1.4492","0.0461"
"106.350","82.6250","13","-1.5367","-0.3061","0.5037","-39.3677","-37.3721","415.2390","6.2000","0.2205","35.1872","41.56821707","44.94858710","-0.0015","-1.4502","-0.9565","1.4576","-0.3017","1.4475","-1.4492","0.0286"
"106.400","81.9929","13","-1.5875","-0.3327","0.5057","-41.6188","-38.8813","415.2429","6.2000","0.2360","33.5626","41.56822415","44.94857732","0.0410","-1.4854","-0.7922","1.5050","-0.3006","1.4971","-1.4541","0.0106"
"106.450","81.4672","13","-1.5967","-0.3211","0.4963","-43.7419","-39.4022","415.2464","6.2000","0.2500","32.9066","41.56823082","44.94856742","0.1421","-1.4424","-0.6162","1.5341","-0.3039","1.5333","-1.4731","-0.0060"
"106.500","81.0382","13","-1.5638","-0.2848","0.4753","-45.5847","-38.8775","415.2405","6.2000","0.2500","33.1750","41.56823739","44.94855725","0.0770","-1.0332","-0.4917","1.5502","-0.3098","1.5546","-1.4551","-0.0333"
"106.550","80.5303","12","-1.5575","-0.2351","0.4484","-47.4035","-38.9754","415.2122","6.2000","0.2600","32.8843","41.56824370","44.94854697","-0.1312","-0.9185","-0.6191","1.5538","-0.3170","1.5666","-1.4170","-0.0404"
"106.600","79.9060","12","-1.5616","-0.2255","0.3763","-48.8325","-39.2966","415.1588","6.2000","0.2600","32.3627","41.56824980","44.94853674","-0.0318","-1.5039","-0.8882","1.5472","-0.3230","1.5722","-1.3848","-0.0653"
"106.650","79.3377","12","-1.5560","-0.2297","0.3166","-50.5152","-39.3684","415.1164","6.2000","0.2710","32.0739","41.56825557","44.94852612","-0.1799","-1.7705","-0.8081","1.5348","-0.3241","1.5720","-1.3848","-0.0803"
"106.700","79.0384","12","-1.5326","-0.2593","0.2875","-52.8681","-38.9939","415.0938","6.2000","0.2960","32.2598","41.56826083","44.94851499","-0.1426","-1.3643","-0.5330","1.5225","-0.3164","1.5673","-1.5127","-0.1188"
"106.750","78.4641","12","-1.4974","-0.3305","0.2778","-54.8378","-38.3394","415.0930","6.2000","0.2790","32.5721","41.56826589","44.94850393","-0.0476","-1.2051","-0.4160","1.5126","-0.3012","1.5597","-1.7212","-0.1009"
"106.800","78.1074","13","-1.4767","-0.3886","0.2134","-56.7395","-38.1177","415.0408","6.2000","0.2630","32.6126","41.56827060","44.94849267","-0.0830","-1.7432","-0.7393","1.5018","-0.2785","1.5522","-1.7744","-0.0805"
"106.850","77.4121","13","-1.4802","-0.4497","0.1728","-58.9797","-38.5641","415.0065","6.2000","0.2700","31.9482","41.56827487","44.94848123","-0.2039","-2.1406","-1.1904","1.4894","-0.2500","1.5460","-1.8359","-0.0769"
"106.900","76.3750","14","-1.4816","-0.5200","0.1801","-61.2625","-39.0249","415.0162","6.2000","0.2780","31.1479","41.56827861","44.94846981","-0.1317","-2.1055","-1.3721","1.4806","-0.2187","1.5454","-1.8359","-0.0475"
"106.950","75.1795","14","-1.4815","-0.5364","0.1917","-63.5142","-39.5145","415.0191","6.2000","0.2995","30.2805","41.56828198","44.94845839","0.0577","-1.8389","-1.4580","1.4832","-0.1872","1.5535","-1.8359","0.0529"
"107.000","74.1053","14","-1.4633","-0.4930","0.2603","-64.7826","-39.5367","415.0664","6.2000","0.2870","29.8311","41.56828533","44.94844716","0.1091","-1.9111","-1.6016","1.5001","-0.1587","1.5684","-1.8359","0.1091"
"107.050","73.0236","14","-1.4486","-0.4283","0.3340","-66.1825","-39.6116","415.1306","6.2000","0.2855","29.3401","41.56828843","44.94843602","0.2830","-1.7393","-1.8262","1.5263","-0.1341","1.5906","-1.7437","0.2262"
"107.100","71.9700","14","-1.4541","-0.3475","0.4994","-68.2177","-40.1896","415.2467","6.2000","0.3140","28.5009","41.56829082","44.94842466","0.3376","-1.6270","-1.8882","1.5577","-0.1129","1.6186","-1.6270","0.2262"
"107.150","71.4836","13","-1.5433","-0.2233","0.6424","-70.4969","-43.0296","415.3683","6.3000","0.3310","26.4399","41.56829286","44.94841291","0.3591","-1.6094","-1.5840","1.5944","-0.0925","1.6447","-1.5894","0.2778"
"107.200","71.9134","13","-1.6570","-0.0467","0.7721","-73.1189","-46.4502","415.4836","6.3000","0.3530","24.6401","41.56829420","44.94840056","0.4033","-1.0322","-0.8906","1.6318","-0.0716","1.6629","-1.3643","0.3354"
"107.250","72.3344","13","-1.7071","0.0953","0.8556","-75.5857","-47.9196","415.5686","6.3000","0.3545","24.0244","41.56829526","44.94838806","0.1714","-0.2864","-0.5542","1.6635","-0.0492","1.6692","-1.2363","0.3364"
"107.300","73.3432","13","-1.7523","0.2241","0.8909","-78.0664","-49.1010","415.6149","6.3000","0.3420","23.7733","41.56829597","44.94837522","0.1064","-0.5591","-0.8398","1.6830","-0.0238","1.6654","-1.1904","0.3364"
"107.350","73.6064","13","-1.8197","0.3220","0.9323","-80.2458","-50.7424","415.6639","6.3000","0.3205","23.0868","41.56829644","44.94836245","0.4065","-1.2021","-1.2031","1.6847","0.0023","1.6533","-1.1904","0.3364"
"107.400","73.6802","13","-1.8121","0.3521","1.0159","-82.9675","-50.1705","415.7469","6.3000","0.3330","23.3734","41.56829623","44.94834977","0.4128","-1.3125","-1.0928","1.6637","0.0291","1.6311","-1.1904","0.3364"
"107.450","73.9590","13","-1.7527","0.3354","1.1336","-85.6747","-48.1572","415.8534","6.3000","0.3400","24.4427","41.56829556","44.94833680","0.2382","-1.0977","-0.8154","1.6164","0.0574","1.5939","-1.1904","0.3159"
"107.500","74.5057","13","-1.6247","0.2874","1.1634","-87.9654","-44.3176","415.9090","6.3000","0.3240","26.7568","41.56829477","44.94832376","0.1869","-1.3047","-0.9006","1.5520","0.0854","1.5386","-1.1904","0.3159"
"107.550","74.8343","13","-1.4910","0.2392","1.1720","-89.8400","-40.4172","415.9370","6.3000","0.2990","29.4683","41.56829387","44.94831100","0.3706","-1.3760","-1.0967","1.4701","0.1104","1.4683","-1.1904","0.2939"
"107.600","75.0253","12","-1.3708","0.2058","1.2341","-91.3616","-36.9750","415.9959","6.3000","0.2830","32.2939","41.56829302","44.94829823","0.4229","-1.2588","-1.0420","1.3711","0.1327","1.3884","-1.1104","0.2104"
"107.650","75.4907","12","-1.2558","0.2026","1.3157","-93.3663","-33.7237","416.0738","6.3000","0.2845","35.6269","41.56829153","44.94828531","0.2625","-0.9185","-0.9478","1.2679","0.1530","1.3044","-0.9341","0.1921"
"107.700","76.0133","14","-1.1570","0.2066","1.3467","-94.9146","-30.9344","416.1299","6.3000","0.2560","39.1082","41.56829007","44.94827245","0.1268","-0.7798","-1.0596","1.1756","0.1687","1.2252","-0.8862","0.2104"
"107.750","76.1707","14","-1.0496","0.2022","1.3844","-96.1398","-27.9350","416.1721","6.3000","0.2290","43.3969","41.56828858","44.94825971","0.1964","-0.6680","-1.0830","1.1022","0.1776","1.1564","-0.8862","0.2196"
"107.800","76.6531","14","-0.9211","0.2023","1.3992","-97.3983","-24.4067","416.2214","6.3000","0.2040","49.9852","41.56828676","44.94824687","0.0999","-0.5244","-1.0601","1.0486","0.1818","1.1036","-0.8711","0.2196"
"107.850","77.1469","14","-0.8779","0.1626","1.4334","-98.6549","-23.1575","416.2632","6.3000","0.1845","53.0210","41.56828477","44.94823394","0.1849","-0.8096","-1.2051","1.0160","0.1807","1.0685","-0.8711","0.2189"
"107.900","77.1906","14","-0.9056","0.1074","1.4970","-99.6627","-23.8067","416.3282","6.3000","0.1720","51.6043","41.56828279","44.94822122","0.2822","-1.1426","-1.0508","1.0013","0.1751","1.0494","-0.8862","0.2378"
"107.950","77.2279","14","-0.9561","0.0698","1.5426","-100.9938","-25.0788","416.4084","6.3000","0.1800","49.0103","41.56828052","44.94820854","0.3259","-1.0859","-0.7163","1.0034","0.1678","1.0412","-1.0234","0.2686"
"108.000","77.2586","14","-1.0074","0.0645","1.5858","-102.5120","-26.3880","416.4695","6.3000","0.1800","46.5973","41.56827789","44.94819609","0.3174","-0.8169","-0.4891","1.0194","0.1604","1.0406","-1.0293","0.2720"
"108.050","77.3109","14","-1.0526","0.0393","1.6086","-103.8440","-27.5414","416.5171","6.3000","0.1800","44.6761","41.56827512","44.94818358","0.2223","-1.1035","-0.8013","1.0458","0.1540","1.0472","-1.0293","0.2917"
"108.100","77.5578","14","-1.0990","0.0440","1.6301","-104.9281","-28.7361","416.5596","6.3000","0.1720","42.9555","41.56827223","44.94817111","0.3364","-1.3115","-1.0981","1.0711","0.1487","1.0592","-1.0176","0.3174"
"108.150","77.5776","14","-1.1708","0.0851","1.6675","-106.2091","-30.5908","416.6255","6.3000","0.1810","40.3613","41.56826911","44.94815880","0.2969","-1.1162","-1.0127","1.0873","0.1440","1.0690","-0.9568","0.3174"
"108.200","77.5820","14","-1.1698","0.1279","1.7047","-108.3272","-30.5104","416.6664","6.3000","0.2060","40.4699","41.56826529","44.94814664","0.2720","-0.9375","-0.8494","1.0908","0.1401","1.0717","-0.9395","0.2908"
"108.250","77.8630","14","-1.1499","0.1502","1.7207","-110.0930","-29.9115","416.7054","6.3000","0.2145","41.4298","41.56826130","44.94813452","0.4470","-0.9575","-0.8179","1.0806","0.1361","1.0659","-0.9385","0.2720"
"108.300","78.3020","14","-1.1118","0.1906","1.7325","-111.3821","-28.8289","416.7572","6.3000","0.2100","43.2280","41.56825722","44.94812233","0.3835","-0.8452","-0.7964","1.0606","0.1330","1.0517","-0.8823","0.2715"
"108.350","78.8507","14","-1.0632","0.2149","1.7402","-112.6725","-27.4548","416.8022","6.3000","0.1995","45.7097","41.56825288","44.94811024","0.2239","-0.7920","-0.9189","1.0304","0.1303","1.0309","-0.8484","0.2231"
"108.400","79.1633","14","-0.9901","0.2049","1.7726","-113.7785","-25.4511","416.8630","6.3000","0.1870","49.5037","41.56824845","44.94809822","0.1587","-0.8594","-1.1099","0.9920","0.1296","1.0068","-0.8452","0.1747"
"108.450","79.3481","14","-0.9295","0.1951","1.8050","-114.9153","-23.7901","416.9196","6.3000","0.1800","53.0836","41.56824387","44.94808635","0.1578","-0.8179","-1.1152","0.9551","0.1309","0.9812","-0.8452","0.1708"
"108.500","79.7377","14","-0.8880","0.1800","1.8131","-116.0155","-22.6322","416.9727","6.3000","0.1800","56.0734","41.56823904","44.94807456","0.1747","-0.6274","-0.9980","0.9243","0.1331","0.9543","-0.8452","0.1708"
"108.550","79.7742","14","-0.8480","0.1489","1.8138","-117.2848","-21.5316","417.0031","6.3000","0.1795","58.9665","41.56823403","44.94806288","0.1377","-0.7778","-1.0361","0.8979","0.1335","0.9277","-0.8708","0.1700"
"108.600","80.1001","14","-0.8154","0.1254","1.8271","-118.2915","-20.6403","417.0454","6.3000","0.1700","61.7642","41.56822884","44.94805114","0.1447","-0.9707","-1.1738","0.8757","0.1320","0.9069","-0.9277","0.1700"
"108.650","80.2573","14","-0.8332","0.1094","1.8495","-119.3094","-21.0366","417.1000","6.3000","0.1700","60.7196","41.56822351","44.94803972","0.2023","-1.0205","-1.1826","0.8654","0.1278","0.8961","-0.9307","0.1736"
"108.700","80.4859","14","-0.8808","0.1209","1.8674","-120.3344","-22.1895","417.1518","6.3000","0.1700","57.7288","41.56821799","44.94802831","0.1993","-0.9634","-1.0708","0.8674","0.1198","0.8969","-0.9370","0.1901"
"108.750","80.7214","14","-0.8754","0.1175","1.8520","-121.5437","-21.9961","417.1866","6.3000","0.1700","58.4067","41.56821232","44.94801706","0.1687","-0.9370","-1.0195","0.8806","0.1092","0.9079","-0.9612","0.2036"
"108.800","80.9201","14","-0.8464","0.1371","1.8509","-122.6036","-21.2143","417.2122","6.3000","0.1700","60.7083","41.56820651","44.94800589","0.2078","-0.9287","-1.0273","0.9043","0.0972","0.9276","-0.9707","0.2098"
"108.850","81.0797","14","-0.8772","0.1446","1.8630","-123.9094","-21.9244","417.2495","6.3000","0.1755","58.8577","41.56820043","44.94799496","0.2321","-0.9263","-0.9956","0.9374","0.0816","0.9539","-0.9800","0.2313"
"108.900","81.3849","14","-0.9378","0.1395","1.8518","-125.0510","-23.3689","417.2726","6.3000","0.1720","55.4276","41.56819409","44.94798403","0.2391","-1.0176","-0.9348","0.9715","0.0645","0.9855","-1.0176","0.2391"
"108.950","81.6749","14","-1.0008","0.1315","1.8224","-125.9898","-24.8678","417.2946","6.3000","0.1695","52.2722","41.56818772","44.94797312","0.2419","-1.1846","-0.8994","1.0055","0.0481","1.0202","-1.0752","0.2436"
"109.000","81.8676","14","-1.0537","0.1241","1.8165","-127.0940","-26.1115","417.3214","6.3000","0.1630","49.9000","41.56818111","44.94796261","0.3010","-1.3779","-0.9270","1.0453","0.0346","1.0598","-1.0811","0.3010"
"109.050","81.9364","14","-1.1153","0.0764","1.8042","-128.4057","-27.5712","417.3465","6.3000","0.1755","47.2979","41.56817430","44.94795220","0.4468","-1.4531","-0.8574","1.0969","0.0255","1.1072","-1.0820","0.3010"
"109.100","81.9052","14","-1.1385","0.0133","1.8201","-130.0083","-28.1107","417.3820","6.3000","0.2040","46.3725","41.56816730","44.94794217","0.4292","-1.2041","-0.6541","1.1533","0.0213","1.1614","-1.2041","0.3010"
"109.150","81.9530","14","-1.1758","-0.0384","1.7846","-131.8070","-29.0304","417.3847","6.3000","0.2305","44.9296","41.56815987","44.94793257","0.4541","-1.0273","-0.4856","1.2098","0.0208","1.2183","-1.2656","0.3010"
"109.200","82.1417","14","-1.2135","-0.0731","1.7363","-133.5277","-29.9973","417.3752","6.3000","0.2430","43.5815","41.56815220","44.94792314","0.3384","-1.0410","-0.3420","1.2664","0.0229","1.2777","-1.3242","0.3010"
"109.250","81.6504","14","-1.3069","-0.0956","1.6941","-135.0785","-32.3710","417.3460","6.3000","0.2500","40.1442","41.56814460","44.94791413","0.1895","-1.1348","-0.4729","1.3269","0.0239","1.3471","-1.3105","0.2084"
"109.300","81.3721","14","-1.3923","-0.0933","1.6605","-136.3378","-34.5684","417.3420","6.3000","0.2420","37.4641","41.56813696","44.94790524","0.2036","-1.4980","-0.6431","1.3996","0.0235","1.4272","-1.3105","0.1758"
"109.350","80.7013","14","-1.4430","-0.1346","1.7057","-137.9363","-35.9123","417.3962","6.3000","0.2505","35.7649","41.56812921","44.94789705","0.0870","-1.5156","-0.4541","1.4879","0.0209","1.5118","-1.3774","0.1420"
"109.400","80.3933","14","-1.5096","-0.1489","1.6977","-139.9135","-37.6987","417.4285","6.3000","0.2660","33.9401","41.56812110","44.94788907","0.1243","-1.2676","-0.4540","1.5851","0.0167","1.5972","-1.4062","0.1320"
"109.450","80.2845","14","-1.5806","-0.1457","1.6701","-141.9097","-39.6192","417.4097","6.3000","0.2745","32.2512","41.56811270","44.94788162","0.1240","-1.4365","-0.6421","1.6804","0.0118","1.6773","-1.4062","0.1276"
"109.500","80.6478","14","-1.7569","-0.0950","1.5981","-144.0980","-44.2005","417.3715","6.3000","0.2700","29.0392","41.56810380","44.94787444","0.1434","-1.5449","-0.8291","1.7632","0.0085","1.7470","-1.4062","0.1243"
"109.550","80.6602","14","-1.9463","-0.0235","1.5094","-146.7557","-49.0898","417.3323","6.3000","0.2900","26.1510","41.56809465","44.94786809","0.1290","-1.4609","-1.0117","1.8312","0.0064","1.8004","-1.3936","0.1254"
