"Format","AiM CSV File"
"Session","RIM B"
"Vehicle","RotaxMax1"
"Racer","KharitonovIvan"
"Championship",""
"Comment",""
"Date","Tuesday, November 11, 2025"
"Time","4:19 PM"
"Sample Rate","20"
"Duration","1017.99"
"Segment","Session"
"Beacon Markers","106.911","180.84","248.739","315.457","381.265","446.774","514.314","580.835","647.099","711.313","777.139","852.77","936.004","1004.23","1017.99"
"Segment Times","1:46.911","1:13.929","1:07.899","1:06.718","1:05.808","1:05.509","1:07.540","1:06.521","1:06.264","1:04.214","1:05.826","1:15.631","1:23.234","1:08.222","0:13.760"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Logger Temperature","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Int Batt Voltage","RPM","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","g","g","g","deg/s","deg/s","deg/s","V","rpm","m"

"2.500","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5781","-0.1185","-0.0788","0.0729","10.1805","5.8211","9.8500","4.0945","4384.8501","8.5608"
"2.550","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5872","-0.1179","-0.0859","0.0743","11.5426","5.7994","10.1605","4.0959","4542.2002","8.7321"
"2.600","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.5962","-0.1203","-0.0934","0.0757","13.2605","5.7777","10.5621","4.0974","4468.7998","8.9033"
"2.650","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6052","-0.1228","-0.1019","0.0787","15.0785","5.7582","10.9914","4.0988","4515.1001","9.0745"
"2.700","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6143","-0.1248","-0.1144","0.0848","16.8875","5.7555","11.4469","4.1003","4518.2500","9.2457"
"2.750","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6233","-0.1278","-0.1268","0.0908","17.9328","5.7762","11.7547","4.1017","4626.3999","9.4169"
"2.800","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6324","-0.1332","-0.1401","0.0964","18.6125","5.8203","11.9984","4.1032","4621.5000","9.5882"
"2.850","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6414","-0.1401","-0.1536","0.1013","19.0328","5.8840","12.1961","4.1046","4581.0000","9.7594"
"2.900","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6504","-0.1471","-0.1671","0.1061","19.2172","5.9729","12.3301","4.1061","4487.0000","9.9306"
"2.950","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6595","-0.1523","-0.1797","0.1111","19.1289","6.0721","12.3902","4.1075","4475.2500","10.1018"
